Select Printer,Printer Requested,Material 1 Qty,User Type,Material 1,Printed On,Print Time (Hours),Material_Category1
27,0,39.46,2,8,0,1,3
25,0,27.32,1,1,0,2,0
24,0,55.0,2,8,0,1,3
20,0,23.0,2,0,0,1,0
24,0,0.0,1,8,0,1,3
21,0,76.0,2,8,0,3,3
29,0,30.28,2,8,0,1,3
30,0,36.0,1,3,0,1,0
26,0,48.55,2,8,0,1,3
18,0,0.0,2,4,0,1,0
21,0,27.78,2,8,0,1,3
25,0,5.0,2,0,0,1,0
26,0,49.27,2,8,0,1,3
29,0,21.0,2,8,0,1,3
27,0,88.95,2,8,0,3,3
24,0,62.0,2,8,0,2,3
20,0,50.0,2,0,0,2,0
23,0,0.0,2,8,0,13,3
0,0,79.67,1,10,0,6,0
26,0,11.72,0,8,0,1,3
35,0,778.0,2,8,0,60,3
34,0,330.72,2,8,0,6,3
18,0,234.0,2,8,0,5,3
40,5,13.0,1,29,5,3,3
34,0,0.0,2,8,0,3,3
34,0,30.24,1,8,0,1,3
3,0,0.0,2,8,0,1,3
26,0,54.41,2,8,0,3,3
35,0,48.32,2,8,0,1,3
29,0,42.0,1,8,0,2,3
20,0,54.02,0,8,0,4,3
34,0,54.82,1,8,0,2,3
21,0,36.84,2,8,0,3,3
24,0,28.21,1,8,0,2,3
26,0,0.0,1,8,0,2,3
35,0,344.0,2,8,0,7,3
29,0,68.84,2,7,0,2,3
24,0,15.78,2,8,0,1,3
26,0,250.55,2,8,0,6,3
27,0,309.07,2,8,0,10,3
30,0,8.27,2,8,0,1,3
20,0,70.41,0,8,0,4,3
11,1,0.87,2,15,1,2,0
16,1,148.75,0,23,1,6,4
35,0,28.24,2,8,0,1,3
25,0,7.0,2,8,0,1,3
28,0,55.0,1,8,0,3,3
4,1,23.0,1,22,1,8,4
11,1,96.0,2,15,1,9,0
10,1,151.0,2,19,1,10,0
26,0,20.47,2,8,0,1,3
34,0,0.0,2,8,0,2,3
21,0,0.0,1,8,0,1,3
27,0,8.55,2,8,0,1,3
26,0,121.11,1,8,0,5,3
34,0,4.14,2,8,0,3,3
24,0,127.0,0,8,0,5,3
29,0,52.76,2,8,0,2,3
25,0,0.0,2,8,0,1,3
18,0,286.26,2,5,0,8,0
20,0,125.49,2,0,0,5,0
31,0,0.0,1,8,0,8,3
34,0,42.0,2,8,0,3,3
27,0,56.02,2,8,0,1,3
9,1,18.0,1,18,1,3,0
0,0,75.19,2,10,0,4,0
20,0,71.21,2,0,0,2,0
25,0,222.59,2,1,0,6,0
24,0,167.28,2,8,0,6,3
40,5,304.0,2,29,5,37,3
21,0,0.0,2,8,0,6,3
26,0,147.66,2,8,0,3,3
35,0,70.0,2,8,0,3,3
18,0,2.0,2,4,0,1,0
20,0,8.0,2,8,0,2,3
9,1,130.0,1,18,1,5,0
28,0,7.0,2,8,0,2,3
29,0,0.0,2,8,0,6,3
0,0,310.0,2,10,0,9,0
34,0,0.0,2,8,0,5,3
27,0,68.0,2,8,0,1,3
21,0,0.0,2,8,0,2,3
12,1,45.31,2,24,1,2,4
18,0,7.0,2,4,0,1,0
34,0,6.84,2,8,0,1,3
3,0,0.0,2,8,0,1,3
18,0,15.0,2,8,0,1,3
28,0,22.0,2,8,0,1,3
16,1,298.12,0,23,1,3,4
10,1,174.0,2,19,1,11,0
6,1,10.4,2,12,1,3,0
26,0,78.23,2,8,0,2,3
29,0,103.82,2,8,0,2,3
33,4,3.895,2,28,4,7,0
24,0,210.78,2,7,0,6,3
25,0,0.0,2,8,0,7,3
43,0,183.84,2,8,0,4,3
26,0,9.67,2,8,0,1,3
2,0,0.0,2,8,0,4,3
20,0,92.0,2,0,0,4,0
31,0,128.0,1,9,0,5,3
29,0,78.0,2,8,0,1,3
18,0,407.0,2,8,0,9,3
20,0,0.0,1,8,0,1,3
43,0,125.84,2,8,0,4,3
26,0,141.3,2,7,0,5,3
24,0,30.3,2,8,0,7,3
3,0,254.0,2,8,0,8,3
28,0,82.53,1,8,0,5,3
27,0,200.73,2,8,0,6,3
34,0,0.0,2,8,0,5,3
2,0,0.0,2,8,0,7,3
35,0,58.89,2,8,0,2,3
27,0,7.95,2,8,0,1,3
16,1,10.99,1,22,1,2,4
29,0,9.38,2,8,0,1,3
34,0,8.88,2,8,0,1,3
25,0,24.81,2,0,0,1,0
18,0,38.0,2,4,0,1,0
28,0,74.55,1,8,0,4,3
21,0,59.0,2,8,0,2,3
23,0,285.0,2,8,0,6,3
31,0,55.0,2,9,0,2,3
3,0,161.15,2,8,0,6,3
23,0,0.0,2,8,0,1,3
35,0,23.97,2,8,0,2,3
28,0,60.52,1,8,0,3,3
16,1,14.47,2,23,1,2,4
2,0,26.44,2,7,0,2,3
27,0,35.58,2,8,0,1,3
20,0,24.0,2,0,0,1,0
26,0,209.0,2,8,0,4,3
43,0,76.95,1,8,0,4,3
3,0,13.72,2,8,0,1,3
26,0,0.0,2,8,0,3,3
34,0,0.0,2,8,0,2,3
29,0,316.87,2,8,0,8,3
27,0,33.19,2,8,0,2,3
25,0,140.65,2,1,0,4,0
35,0,165.0,2,8,0,5,3
28,0,61.94,2,8,0,2,3
2,0,108.62,2,7,0,3,3
24,0,0.0,2,8,0,11,3
29,0,18.12,2,8,0,1,3
34,0,0.0,0,7,0,1,3
30,0,33.14,2,8,0,2,3
12,1,183.0,2,14,1,4,4
11,1,22.0,2,17,1,2,0
3,0,0.55,2,8,0,1,3
26,0,69.73,2,8,0,2,3
43,0,2.37,2,8,0,1,3
34,0,44.04,2,8,0,2,3
35,0,219.0,2,8,0,4,3
26,0,64.19,2,8,0,1,3
24,0,75.83,2,8,0,3,3
29,0,24.0,2,4,0,6,0
27,0,121.89,2,8,0,5,3
29,0,43.3,2,8,0,3,3
12,1,77.78,2,24,1,3,4
27,0,43.3,2,8,0,2,3
2,0,230.0,0,8,0,5,3
34,0,196.0,2,8,0,6,3
25,0,40.23,1,1,0,2,0
30,0,290.0,2,8,0,7,3
35,0,198.0,2,8,0,6,3
28,0,294.74,2,8,0,5,3
26,0,53.37,2,8,0,2,3
24,0,34.49,2,8,0,1,3
21,0,0.0,2,8,0,7,3
34,0,45.06,2,8,0,1,3
26,0,181.36,2,8,0,3,3
20,0,0.01,2,8,0,1,3
31,0,8.83,1,9,0,1,3
27,0,113.08,2,8,0,4,3
34,0,198.51,2,8,0,4,3
24,0,75.47,2,8,0,4,3
2,0,122.17,2,8,0,3,3
29,0,204.74,2,8,0,8,3
26,0,80.0,2,8,0,3,3
35,0,345.38,2,8,0,3,3
12,1,101.13,1,24,1,2,4
31,0,40.94,1,9,0,2,3
25,0,0.0,2,8,0,6,3
27,0,37.98,2,8,0,1,3
24,0,53.1,2,8,0,2,3
20,0,196.0,2,8,0,12,3
39,5,14.0,2,29,5,1,3
15,1,0.01,2,20,1,4,4
17,2,0.14,2,26,2,7,1
25,0,7.29,2,0,0,1,0
0,0,11.96,2,10,0,1,0
20,0,25.21,2,8,0,1,3
28,0,18.19,2,8,0,1,3
34,0,96.96,2,8,0,4,3
27,0,55.0,2,8,0,2,3
9,1,0.01,2,18,1,4,0
26,0,185.0,2,8,0,5,3
29,0,33.6,2,8,0,1,3
35,0,67.0,2,8,0,2,3
4,1,2.33,1,22,1,1,4
24,0,43.62,2,8,0,1,3
21,0,205.69,2,8,0,6,3
23,0,31.19,2,8,0,2,3
18,0,0.0,2,8,0,3,3
16,1,50.26,2,23,1,1,4
0,0,0.01,2,8,0,1,3
17,2,0.14,1,26,2,2,1
12,1,176.0,2,24,1,2,4
20,0,0.0,2,8,0,1,3
35,0,41.33,2,8,0,2,3
11,1,0.01,2,15,1,4,0
27,0,71.97,2,8,0,2,3
23,0,246.4,2,8,0,10,3
2,0,16.58,2,8,0,1,3
0,0,57.0,1,10,0,4,0
26,0,42.11,2,8,0,2,3
24,0,20.32,2,8,0,1,3
24,0,47.12,2,7,0,1,3
6,1,33.69,1,12,1,11,0
12,1,58.36,2,24,1,2,4
12,1,35.01,1,24,1,5,4
12,1,91.89,1,24,1,2,4
31,0,112.0,2,8,0,4,3
24,0,121.0,2,8,0,3,3
32,4,22.0,2,28,4,41,0
23,0,18.12,1,8,0,31,3
34,0,0.0,2,8,0,6,3
21,0,656.0,2,8,0,13,3
34,0,154.23,2,8,0,3,3
25,0,50.01,2,0,0,2,0
27,0,244.56,1,8,0,7,3
31,0,113.58,2,8,0,6,3
0,0,5.42,2,8,0,1,3
27,0,62.18,2,8,0,2,3
31,0,8.83,1,9,0,1,3
35,0,17.12,2,8,0,1,3
12,1,16.0,1,24,1,2,4
9,1,99.0,1,18,1,4,0
16,1,52.9,2,23,1,3,4
27,0,16.79,1,8,0,1,3
24,0,0.0,2,8,0,1,3
24,0,3.0,2,8,0,1,3
21,0,11.0,2,8,0,1,3
27,0,0.0,2,8,0,1,3
20,0,116.1,2,0,0,5,0
35,0,274.91,2,8,0,5,3
21,0,0.0,2,8,0,2,3
29,0,203.38,2,8,0,4,3
27,0,22.0,1,8,0,1,3
25,0,65.0,2,8,0,3,3
30,0,135.0,1,3,0,7,0
24,0,106.63,0,8,0,3,3
0,0,77.52,2,10,0,2,0
27,0,44.18,2,8,0,2,3
23,0,283.96,2,8,0,6,3
34,0,271.05,2,8,0,6,3
21,0,260.95,2,8,0,6,3
20,0,72.94,2,0,0,2,0
16,1,77.0,1,23,1,5,4
12,1,0.01,2,24,1,1,4
2,0,181.8,2,8,0,9,3
16,1,0.01,2,23,1,1,4
7,1,0.01,2,17,1,9,0
20,0,187.0,2,8,0,10,3
35,0,6.39,2,8,0,1,3
34,0,76.11,2,8,0,2,3
28,0,12.98,2,8,0,1,3
29,0,0.61,2,8,0,1,3
27,0,40.04,2,8,0,3,3
24,0,224.04,2,8,0,4,3
23,0,272.53,1,8,0,6,3
0,0,223.2,2,10,0,5,0
29,0,63.0,2,8,0,1,3
21,0,0.0,2,8,0,3,3
27,0,20.08,2,8,0,1,3
12,1,24.45,2,24,1,3,4
12,1,35.42,2,24,1,2,4
34,0,155.0,1,8,0,3,3
31,0,64.0,1,9,0,3,3
11,1,21.0,2,16,1,6,0
24,0,28.72,2,8,0,1,3
27,0,8.42,2,8,0,1,3
23,0,32.0,2,8,0,1,3
29,0,12.28,2,8,0,1,3
32,4,20.027,2,28,4,17,0
35,0,0.0,2,8,0,2,3
34,0,17.88,2,8,0,1,3
28,0,50.22,2,8,0,4,3
26,0,0.0,2,8,0,1,3
24,0,9.06,2,8,0,1,3
25,0,34.73,2,8,0,1,3
23,0,90.6,2,8,0,2,3
27,0,140.0,2,8,0,4,3
20,0,24.06,2,0,0,1,0
21,0,117.59,2,8,0,3,3
34,0,175.5,2,8,0,4,3
0,0,52.07,2,10,0,4,0
35,0,377.0,2,8,0,10,3
18,0,27.0,1,8,0,3,3
26,0,0.0,0,8,0,1,3
15,1,0.01,2,16,1,1,0
6,1,25.81,2,12,1,4,0
2,0,0.0,2,8,0,1,3
23,0,50.04,2,8,0,3,3
6,1,4.29,1,13,1,4,0
27,0,38.0,1,8,0,1,3
24,0,56.05,2,8,0,3,3
2,0,7.0,2,8,0,2,3
7,1,0.85,2,15,1,1,0
32,4,50.964,2,28,4,42,0
21,0,55.25,2,8,0,2,3
29,0,143.66,2,8,0,4,3
2,0,167.92,2,8,0,3,3
18,0,66.15,1,4,0,2,0
34,0,60.0,2,8,0,1,3
35,0,0.0,2,8,0,2,3
23,0,0.0,2,8,0,4,3
21,0,46.78,2,8,0,1,3
35,0,44.71,2,8,0,1,3
27,0,57.87,2,8,0,4,3
3,0,0.0,2,8,0,1,3
26,0,0.0,2,8,0,1,3
30,0,7.82,2,3,0,1,0
28,0,0.78,2,8,0,1,3
27,0,38.34,2,8,0,2,3
24,0,0.0,2,8,0,2,3
29,0,0.0,2,8,0,4,3
35,0,121.99,2,8,0,4,3
34,0,159.0,2,8,0,18,3
26,0,49.9,1,8,0,3,3
2,0,104.55,2,8,0,3,3
2,0,0.0,2,8,0,2,3
21,0,74.42,2,8,0,2,3
23,0,382.18,2,8,0,7,3
28,0,186.56,2,8,0,3,3
12,1,19.9,1,24,1,2,4
21,0,6.69,2,8,0,1,3
27,0,52.98,0,8,0,2,3
23,0,36.82,2,8,0,2,3
12,1,23.84,2,24,1,1,4
34,0,13.46,2,8,0,1,3
27,0,72.84,2,8,0,3,3
7,1,25.44,2,15,1,3,0
9,1,96.0,2,18,1,1,0
29,0,0.0,1,7,0,2,3
25,0,30.0,2,8,0,1,3
26,0,246.41,2,8,0,4,3
35,0,12.0,1,8,0,1,3
18,0,12.0,1,8,0,12,3
40,5,0.0,2,29,5,28,3
16,1,11.47,2,23,1,1,4
20,0,55.95,2,0,0,2,0
10,1,0.38,0,19,1,1,0
9,1,15.41,1,18,1,5,0
27,0,39.34,2,8,0,1,3
29,0,76.08,2,8,0,2,3
18,0,19.0,1,8,0,2,3
27,0,21.49,2,8,0,1,3
29,0,5.55,2,8,0,1,3
2,0,0.0,2,8,0,1,3
43,0,128.44,2,8,0,4,3
24,0,677.0,2,8,0,17,3
43,0,128.44,2,8,0,4,3
26,0,0.0,2,8,0,3,3
23,0,0.0,2,8,0,3,3
3,0,24.43,2,8,0,1,3
27,0,69.41,2,8,0,2,3
12,1,50.32,2,24,1,1,4
11,1,27.0,2,16,1,5,0
27,0,10.94,2,8,0,1,3
34,0,212.07,1,8,0,11,3
21,0,0.0,2,8,0,25,3
17,2,0.08,1,26,2,2,1
21,0,0.0,1,8,0,1,3
26,0,52.52,1,8,0,2,3
43,0,3.5,2,8,0,1,3
9,1,0.96,0,18,1,10,0
17,2,0.1,2,26,2,1,1
29,0,111.53,1,8,0,5,3
21,0,9.17,2,8,0,1,3
18,0,20.0,1,8,0,1,3
7,1,90.0,2,15,1,6,0
23,0,111.53,1,8,0,5,3
25,0,0.0,2,0,0,4,0
29,0,152.0,2,7,0,3,3
24,0,677.0,2,8,0,17,3
21,0,169.0,2,8,0,4,3
10,1,0.77,0,19,1,2,0
31,0,0.0,0,8,0,1,3
9,1,24.0,1,18,1,6,0
23,0,40.0,2,8,0,1,3
26,0,2.3,2,8,0,1,3
34,0,69.01,2,8,0,2,3
26,0,14.26,2,8,0,1,3
29,0,4.47,2,8,0,1,3
26,0,11.9,2,8,0,1,3
26,0,14.33,2,8,0,1,3
26,0,3.64,2,7,0,1,3
26,0,7.0,2,8,0,1,3
26,0,5.34,2,8,0,1,3
26,0,8.57,2,8,0,1,3
21,0,42.88,2,8,0,1,3
26,0,19.42,2,8,0,1,3
26,0,1.72,2,8,0,1,3
26,0,5.44,2,8,0,1,3
26,0,2.08,2,8,0,1,3
21,0,9.5,0,8,0,1,3
26,0,0.01,2,8,0,1,3
26,0,8.13,2,8,0,1,3
26,0,2.6,2,8,0,1,3
26,0,6.5,2,8,0,1,3
26,0,49.03,2,8,0,1,3
17,2,0.001,2,26,2,1,1
29,0,17.41,2,8,0,1,3
23,0,9.16,2,8,0,1,3
2,0,13.93,2,8,0,1,3
2,0,15.88,2,8,0,1,3
2,0,15.0,2,8,0,1,3
2,0,18.16,2,8,0,1,3
2,0,0.0,2,7,0,1,3
2,0,17.44,2,8,0,1,3
2,0,20.57,2,8,0,1,3
2,0,22.9,2,8,0,1,3
29,0,37.0,2,7,0,1,3
3,0,0.0,2,8,0,1,3
28,0,42.63,2,8,0,2,3
2,0,6.82,2,8,0,1,3
34,0,17.96,2,7,0,1,3
23,0,24.53,1,8,0,1,3
34,0,16.7,2,8,0,1,3
26,0,13.94,2,8,0,1,3
34,0,52.18,2,8,0,1,3
27,0,246.0,2,8,0,5,3
20,0,0.0,1,8,0,2,3
31,0,43.19,2,8,0,2,3
25,0,0.0,1,8,0,2,3
29,0,137.45,2,8,0,3,3
21,0,77.73,0,8,0,1,3
20,0,72.27,2,0,0,3,0
18,0,420.0,1,4,0,31,0
28,0,13.52,2,8,0,1,3
28,0,63.87,2,8,0,2,3
3,0,0.0,2,8,0,1,3
3,0,0.0,2,8,0,1,3
2,0,23.7,2,8,0,1,3
3,0,0.0,2,8,0,1,3
2,0,46.11,2,7,0,2,3
2,0,48.96,2,8,0,1,3
23,0,0.0,2,8,0,1,3
3,0,0.0,2,8,0,1,3
3,0,32.18,2,7,0,1,3
3,0,49.12,2,8,0,1,3
26,0,9.01,2,8,0,1,3
3,0,13.85,2,8,0,1,3
3,0,12.76,2,8,0,1,3
25,0,0.0,2,8,0,4,3
28,0,38.76,2,8,0,1,3
28,0,11.65,2,8,0,1,3
28,0,40.52,2,8,0,1,3
28,0,16.8,2,8,0,1,3
28,0,21.97,2,8,0,1,3
2,0,31.0,2,8,0,1,3
2,0,17.71,2,8,0,1,3
2,0,7.27,2,8,0,1,3
2,0,10.8,2,8,0,1,3
26,0,1.87,2,7,0,1,3
3,0,9.41,2,8,0,1,3
3,0,23.27,2,8,0,1,3
34,0,4.48,2,8,0,1,3
27,0,21.96,1,8,0,1,3
24,0,61.0,2,8,0,2,3
21,0,15.87,2,8,0,1,3
28,0,12.0,2,8,0,1,3
24,0,61.0,2,8,0,2,3
35,0,125.31,2,8,0,4,3
27,0,110.0,2,8,0,3,3
21,0,5.45,2,8,0,1,3
34,0,14.14,2,8,0,1,3
24,0,58.0,2,8,0,2,3
35,0,562.0,2,8,0,8,3
35,0,185.19,2,8,0,7,3
29,0,380.0,2,8,0,8,3
27,0,46.0,2,8,0,5,3
23,0,270.0,2,8,0,12,3
35,0,143.03,2,8,0,4,3
24,0,0.0,2,8,0,3,3
35,0,94.55,2,8,0,2,3
24,0,15.59,2,8,0,1,3
2,0,13.0,2,8,0,1,3
15,1,33.0,2,20,1,1,4
35,0,60.0,0,8,0,2,3
29,0,106.63,2,8,0,2,3
16,1,4.0,2,22,1,1,4
43,0,118.65,2,8,0,2,3
35,0,7.34,2,8,0,1,3
23,0,17.0,2,8,0,2,3
24,0,37.0,2,8,0,1,3
35,0,16.83,1,8,0,1,3
23,0,9.1,2,8,0,1,3
28,0,0.0,2,8,0,7,3
24,0,16.08,1,8,0,1,3
24,0,25.78,2,8,0,1,3
23,0,0.0,2,8,0,1,3
3,0,12.32,2,8,0,1,3
21,0,201.0,2,8,0,9,3
3,0,15.0,2,8,0,1,3
27,0,207.68,2,7,0,3,3
27,0,204.86,2,7,0,3,3
35,0,35.55,2,7,0,1,3
24,0,0.0,2,8,0,1,3
26,0,255.0,1,8,0,10,3
18,0,61.47,1,4,0,7,0
25,0,0.0,2,1,0,8,0
2,0,105.79,2,8,0,11,3
31,0,121.04,2,8,0,6,3
40,5,36.0,2,29,5,3,3
30,0,0.0,2,3,0,7,0
0,0,394.25,2,10,0,9,0
21,0,5.68,2,8,0,1,3
29,0,415.0,2,8,0,12,3
27,0,211.05,2,7,0,3,3
3,0,14.11,2,8,0,1,3
26,0,4.81,2,8,0,1,3
29,0,5.1,2,8,0,1,3
24,0,61.0,2,8,0,1,3
35,0,95.0,2,8,0,2,3
21,0,4.0,2,8,0,1,3
30,0,0.0,2,3,0,1,0
21,0,5.69,2,8,0,1,3
26,0,33.01,1,8,0,1,3
20,0,40.78,2,8,0,2,3
35,0,43.32,2,8,0,1,3
16,1,5.47,2,23,1,2,4
35,0,11.06,2,8,0,1,3
2,0,12.0,1,8,0,1,3
23,0,12.0,1,8,0,1,3
0,0,56.24,2,10,0,2,0
12,1,9.89,2,24,1,2,4
35,0,37.0,2,8,0,1,3
23,0,0.0,2,8,0,1,3
34,0,6.16,2,8,0,1,3
43,0,48.98,2,8,0,4,3
24,0,359.78,2,8,0,6,3
3,0,14.11,2,8,0,1,3
21,0,23.41,2,8,0,3,3
26,0,0.0,2,8,0,3,3
18,0,345.0,1,4,0,10,0
25,0,0.0,2,1,0,8,0
20,0,68.0,2,0,0,7,0
26,0,0.0,2,8,0,1,3
27,0,190.83,2,8,0,20,3
34,0,9.45,2,8,0,1,3
35,0,9.17,2,7,0,1,3
18,0,69.96,2,4,0,2,0
23,0,40.0,2,8,0,1,3
20,0,51.0,2,8,0,2,3
26,0,172.11,2,8,0,3,3
27,0,19.0,2,7,0,1,3
27,0,168.03,2,8,0,3,3
27,0,17.61,2,8,0,1,3
24,0,40.69,2,8,0,2,3
34,0,0.0,2,8,0,1,3
26,0,8.68,2,8,0,1,3
29,0,177.0,2,8,0,16,3
23,0,10.94,2,8,0,3,3
43,0,27.0,2,8,0,1,3
25,0,0.0,2,8,0,3,3
29,0,23.44,2,8,0,1,3
34,0,15.5,1,8,0,1,3
27,0,239.0,2,8,0,6,3
21,0,44.0,1,8,0,1,3
34,0,31.4,1,8,0,1,3
25,0,0.0,2,8,0,2,3
18,0,142.0,1,4,0,4,0
31,0,0.0,1,9,0,3,3
23,0,7.92,2,8,0,1,3
29,0,28.33,2,8,0,1,3
23,0,15.83,2,8,0,1,3
20,0,7.69,2,0,0,1,0
0,0,371.79,2,8,0,9,3
10,1,47.54,2,12,1,18,0
24,0,298.0,2,8,0,7,3
34,0,0.0,2,8,0,1,3
20,0,10.59,2,8,0,1,3
26,0,180.0,2,8,0,4,3
0,0,0.95,2,8,0,1,3
27,0,2.37,2,8,0,1,3
23,0,77.0,2,8,0,2,3
28,0,3.69,2,8,0,1,3
26,0,11.36,2,8,0,1,3
23,0,17.44,2,8,0,1,3
23,0,0.0,2,8,0,1,3
24,0,86.0,2,8,0,2,3
34,0,6.0,2,8,0,1,3
25,0,0.0,2,8,0,4,3
34,0,3.88,2,8,0,1,3
27,0,15.7,2,8,0,1,3
27,0,7.09,2,8,0,1,3
35,0,474.38,2,8,0,9,3
16,1,19.27,2,23,1,2,4
29,0,89.0,2,8,0,6,3
28,0,7.59,2,8,0,1,3
24,0,6.82,2,8,0,1,3
26,0,113.72,2,8,0,4,3
21,0,279.72,2,8,0,21,3
29,0,5.84,2,8,0,1,3
2,0,0.0,2,8,0,1,3
43,0,0.0,2,8,0,9,3
29,0,4.36,2,8,0,1,3
20,0,109.0,2,8,0,3,3
23,0,327.58,2,8,0,23,3
3,0,25.68,2,8,0,1,3
19,0,0.0,1,8,0,3,3
24,0,17.34,2,8,0,1,3
16,1,43.62,1,22,1,1,4
15,1,9.7,1,21,1,3,4
12,1,16.68,2,23,1,1,4
10,1,43.99,2,12,1,11,0
23,0,29.61,1,8,0,1,3
21,0,10.0,2,8,0,1,3
2,0,0.0,2,8,0,2,3
3,0,11.77,2,8,0,1,3
25,0,0.0,2,1,0,4,0
27,0,43.0,2,8,0,1,3
43,0,66.77,2,8,0,2,3
34,0,0.0,2,8,0,1,3
1,0,67.93,2,8,0,1,3
28,0,74.9,2,8,0,2,3
28,0,18.49,2,8,0,1,3
34,0,14.12,2,8,0,1,3
29,0,0.0,2,8,0,4,3
18,0,12.34,2,8,0,1,3
21,0,18.0,2,8,0,2,3
28,0,10.0,2,8,0,1,3
43,0,1.33,2,8,0,1,3
29,0,6.72,2,8,0,1,3
25,0,16.98,1,0,0,2,0
20,0,0.0,2,0,0,4,0
20,0,47.45,2,0,0,2,0
34,0,55.0,2,8,0,1,3
27,0,11.3,1,8,0,1,3
24,0,381.0,2,8,0,8,3
2,0,89.4,2,8,0,5,3
28,0,188.36,2,8,0,4,3
23,0,31.13,2,8,0,1,3
24,0,1.14,2,8,0,1,3
26,0,77.96,2,8,0,2,3
34,0,7.22,2,8,0,1,3
27,0,6.55,1,8,0,1,3
12,1,45.43,2,24,1,7,4
29,0,11.31,2,8,0,1,3
35,0,775.0,2,7,0,18,3
24,0,37.0,2,8,0,1,3
10,1,66.0,2,19,1,8,0
20,0,26.76,2,8,0,1,3
29,0,22.8,2,8,0,1,3
23,0,0.0,2,8,0,1,3
27,0,7.7,2,8,0,1,3
0,0,273.5,2,10,0,18,0
7,1,10.6,2,18,1,3,0
27,0,7.7,2,8,0,1,3
0,0,27.97,1,10,0,2,0
24,0,72.11,0,7,0,4,3
34,0,0.0,2,8,0,3,3
33,4,45.721,2,27,4,35,0
3,0,147.0,1,8,0,3,3
27,0,26.0,2,8,0,1,3
18,0,48.35,1,4,0,5,0
2,0,7.71,2,8,0,1,3
1,0,118.36,2,8,0,2,3
43,0,115.38,2,7,0,8,3
34,0,74.0,1,8,0,2,3
28,0,58.33,2,8,0,2,3
28,0,46.03,2,8,0,2,3
1,0,81.9,2,7,0,2,3
2,0,23.87,2,8,0,1,3
26,0,202.0,2,8,0,12,3
24,0,170.0,2,7,0,1,3
0,0,6.06,2,10,0,1,0
21,0,0.0,2,8,0,5,3
35,0,387.62,2,8,0,7,3
25,0,0.0,2,8,0,11,3
3,0,210.0,1,8,0,5,3
34,0,210.0,0,8,0,5,3
27,0,247.99,2,8,0,7,3
29,0,139.62,2,8,0,1,3
28,0,1.0,2,8,0,2,3
17,2,0.02,1,26,2,4,1
32,4,47.548,2,28,4,38,0
35,0,11.0,2,7,0,1,3
24,0,2.85,2,8,0,1,3
34,0,9.0,0,8,0,1,3
16,1,202.22,2,23,1,6,4
27,0,60.74,2,8,0,1,3
29,0,55.75,2,8,0,2,3
27,0,3.21,1,8,0,1,3
0,0,82.04,2,10,0,3,0
43,0,44.14,2,7,0,1,3
18,0,23.76,2,8,0,1,3
21,0,67.91,2,8,0,1,3
24,0,122.56,2,8,0,4,3
31,0,48.84,2,8,0,2,3
3,0,211.0,1,8,0,5,3
26,0,223.39,2,8,0,5,3
29,0,217.0,2,8,0,3,3
28,0,42.54,2,8,0,2,3
43,0,44.17,2,7,0,1,3
16,1,63.0,1,23,1,1,4
28,0,13.79,2,8,0,1,3
29,0,13.6,2,8,0,1,3
35,0,264.01,2,8,0,6,3
43,0,105.63,2,8,0,2,3
25,0,309.05,2,0,0,4,0
21,0,34.61,2,8,0,1,3
34,0,120.0,2,8,0,3,3
2,0,12.08,2,8,0,1,3
34,0,23.24,2,8,0,1,3
24,0,122.56,2,8,0,4,3
30,0,48.93,1,8,0,3,3
29,0,0.0,2,8,0,1,3
35,0,81.62,2,8,0,2,3
24,0,0.0,2,8,0,1,3
2,0,47.3,2,8,0,1,3
1,0,0.0,2,8,0,2,3
19,0,25.0,2,8,0,1,3
3,0,212.0,1,8,0,5,3
23,0,273.89,2,8,0,20,3
2,0,23.79,2,8,0,1,3
26,0,147.61,2,8,0,5,3
15,1,56.05,1,24,1,2,4
9,1,16.0,1,18,1,4,0
35,0,8.47,2,8,0,1,3
20,0,6.53,2,7,0,1,3
19,0,28.4,2,8,0,1,3
29,0,0.0,2,8,0,2,3
23,0,211.0,0,8,0,5,3
27,0,445.22,2,8,0,15,3
3,0,154.0,1,8,0,4,3
28,0,245.61,2,8,0,14,3
26,0,196.0,0,8,0,5,3
34,0,232.02,2,8,0,6,3
21,0,235.0,2,8,0,7,3
43,0,65.71,2,8,0,4,3
24,0,177.0,2,8,0,5,3
10,1,357.84,2,13,1,7,0
12,1,39.02,1,24,1,6,4
35,0,35.62,0,8,0,1,3
3,0,14.7,2,8,0,2,3
19,0,0.0,2,8,0,1,3
2,0,8.68,2,8,0,1,3
21,0,21.0,2,8,0,1,3
0,0,11.79,2,10,0,1,0
12,1,46.33,2,24,1,6,4
16,1,56.05,1,23,1,2,4
39,5,0.0,2,29,5,2,3
9,1,137.33,1,18,1,17,0
12,1,78.01,1,24,1,6,4
12,1,19.58,2,24,1,4,4
41,5,12.0,0,29,5,3,3
15,1,6.0,2,20,1,2,4
0,0,9.16,2,10,0,1,0
23,0,18.0,0,8,0,1,3
27,0,0.0,2,8,0,2,3
26,0,0.0,2,8,0,1,3
18,0,0.0,1,8,0,3,3
35,0,6.59,2,8,0,1,3
16,1,26.12,2,23,1,4,4
12,1,24.69,1,24,1,5,4
24,0,22.0,1,8,0,1,3
20,0,10.42,2,0,0,1,0
23,0,7.98,2,8,0,1,3
19,0,7.2,2,8,0,1,3
35,0,51.17,2,8,0,2,3
26,0,78.9,1,8,0,3,3
